Year,OSHPD_ID,Facility_Name,County_Name,Type_Of_Control,ED_Level,Patient_Type,Gender,Count
2014,106494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2076
2014,106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,2136
2014,106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,255
2014,106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,279
2010,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Male,29823
2010,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Female,33147
2010,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Female,4257
2010,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Unknown,2
2010,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Male,4715
2011,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Male,30762
2011,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Female,34102
2011,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Female,4430
2011,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Male,4798
2012,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Male,34202
2012,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Female,40000
2012,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Female,5241
2012,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Unknown,1
2012,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Male,5444
2013,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Male,37403
2013,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Female,43969
2013,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Female,5473
2013,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Unknown,2
2013,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Other,1
2013,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Male,6067
2014,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Male,40189
2014,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Female,6450
2014,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Male,6773
2010,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,22005
2010,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,28858
2010,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3984
2010,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,3
2010,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3336
2011,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,22014
2011,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,28819
2011,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4113
2011,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2011,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3246
2012,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,22907
2012,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,29866
2012,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3770
2012,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2012,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3016
2013,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,22853
2013,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,30101
2013,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3728
2013,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3056
2014,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Visit,Male,24587
2014,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Female,3388
2014,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Investor - Corporation,Emergency - Basic,ED Admit,Male,3052
2010,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,23424
2010,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,32661
2010,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,7731
2010,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,6517
2011,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,22333
2011,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,30564
2011,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,7381
2011,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,6472
2012,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,21889
2012,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,30278
2012,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,6791
2012,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2012,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,6202
2013,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,21637
2013,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,29252
2013,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,6438
2013,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,5886
2014,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,24087
2014,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,5942
2014,106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,5476
2010,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Visit,Male,7023
2010,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Visit,Female,9053
2010,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Admit,Female,433
2010,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Admit,Male,395
2011,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Visit,Male,6959
2011,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Visit,Female,9270
2011,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Admit,Female,501
2011,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Admit,Male,355
2012,106500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,Public - District,Emergency - Basic,ED Visit,Male,7995
2012,106500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,Public - District,Emergency - Basic,ED Visit,Female,10840
2012,106500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,Public - District,Emergency - Basic,ED Admit,Female,485
2012,106500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,Public - District,Emergency - Basic,ED Admit,Male,348
2013,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Visit,Male,8226
2013,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Visit,Female,11843
2013,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Admit,Female,444
2013,106500967,OAK VALLEY HOSPITAL DISTRICT,STANISLAUS,Public - District,Emergency - Basic,ED Admit,Male,348
2014,106500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,Public - District,Emergency - Basic,ED Visit,Male,9800
2014,106500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,Public - District,Emergency - Basic,ED Admit,Female,402
2014,106500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,Public - District,Emergency - Basic,ED Admit,Male,349
2010,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,13105
2010,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,16083
2010,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,989
2010,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,798
2011,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12718
2011,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,16099
2011,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1066
2011,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,771
2012,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12600
2012,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,15722
2012,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1004
2012,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,783
2013,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12232
2013,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,15151
2013,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,989
2013,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2013,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,774
2014,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12707
2014,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1024
2014,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,883
2010,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Male,1820
2010,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Female,2215
2010,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Female,203
2010,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Male,154
2011,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Male,1825
2011,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Female,2041
2011,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Female,185
2011,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Male,178
2012,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Male,1822
2012,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Female,1972
2012,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Female,178
2012,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Male,141
2013,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Male,1991
2013,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Female,2064
2013,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Female,207
2013,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Unknown,1
2013,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Male,152
2014,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Visit,Male,2244
2014,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Female,162
2014,106531059,TRINITY HOSPITAL,TRINITY,Public - District,Emergency - Standby,ED Admit,Male,172
2010,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,27540
2010,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,34051
2010,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,6201
2010,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,5712
2011,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,29515
2011,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,36079
2011,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,6217
2011,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,5950
2012,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,29722
2012,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,36408
2012,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,5956
2012,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,6010
2013,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,31664
2013,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,39196
2013,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,5762
2013,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,5860
2014,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,32358
2014,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,5925
2014,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,6042
2010,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,13988
2010,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,16949
2010,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,2627
2010,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Unknown,1
2010,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,2315
2011,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,16322
2011,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,19961
2011,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,2364
2011,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,2284
2012,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,17257
2012,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,21368
2012,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,2349
2012,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,2047
2013,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,16535
2013,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,20921
2013,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,2086
2013,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,1947
2014,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,16791
2014,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,2002
2014,106540798,SIERRA VIEW MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,1813
2010,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,12017
2010,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,15800
2010,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,1769
2010,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Unknown,3
2010,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,1372
2011,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,11245
2011,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,14686
2011,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,1863
2011,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Unknown,1
2011,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,1524
2012,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,11283
2012,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,14565
2012,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,1470
2012,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,1229
2013,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,10941
2013,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Female,14189
2013,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,1280
2013,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,1013
2014,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Visit,Male,11772
2014,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Female,1112
2014,106540816,TULARE REGIONAL MEDICAL CENTER,TULARE,Public - District,Emergency - Basic,ED Admit,Male,958
2010,106554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9830
2010,106554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,11653
2010,106554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1810
2010,106554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1612
